shipment_id,transaction_id,status,delivery_time_days,shipment_date
SHP_0000041,560254,Processing,14,2025-04-12T14:41:04.029437
SHP_0000042,571276,Shipped,11,2025-05-29T16:53:58.078895
SHP_0000043,548988,Shipped,9,2025-11-23T16:11:19.559425
SHP_0000044,550944,Delivered,11,2025-11-20T06:18:25.899080
SHP_0000045,580208,Shipped,9,2025-04-16T17:59:15.202031
SHP_0000046,567858,Delivered,13,2025-03-03T05:23:48.240266
SHP_0000047,548970,Returned,2,2025-11-17T15:38:41.510880
SHP_0000048,546871,Delivered,5,2025-11-06T04:55:55.266284
SHP_0000049,549116,Shipped,4,2025-08-22T15:23:56.180178
SHP_0000050,576891,Delivered,11,2025-06-15T10:57:35.680773
SHP_0000051,561052,Returned,8,2025-04-20T19:09:11.403119
SHP_0000052,581357,Shipped,4,2025-09-16T11:37:58.842659
SHP_0000053,555949,Delivered,8,2025-05-09T01:30:20.400041
SHP_0000054,568382,Shipped,13,2025-08-22T19:56:06.913607
SHP_0000055,560650,Returned,14,2026-01-14T12:30:44.973668
SHP_0000056,554636,Delivered,14,2025-09-13T15:45:27.877683
SHP_0000057,539410,Delivered,7,2025-08-01T07:17:39.038234
SHP_0000058,575968,Processing,2,2025-03-01T03:56:41.880399
SHP_0000059,549247,Processing,11,2025-06-02T11:41:52.157993
SHP_0000060,563922,Delivered,5,2025-06-25T15:04:20.410981
SHP_0000061,577171,Processing,4,2025-06-29T13:14:45.510408
SHP_0000062,540458,Delivered,13,2026-01-14T16:50:04.925546
SHP_0000063,555654,Returned,4,2025-07-12T23:34:42.272894
SHP_0000064,538106,Returned,1,2025-10-18T02:40:57.953093
SHP_0000065,538255,Shipped,13,2025-04-27T20:35:05.635032
SHP_0000066,539443,Processing,13,2025-03-04T17:53:32.997091
SHP_0000067,537207,Processing,9,2025-09-03T02:38:20.366735
SHP_0000068,542718,Processing,11,2025-05-06T15:25:57.205455
SHP_0000069,555008,Delivered,1,2025-04-13T18:17:36.947567
SHP_0000070,545079,Processing,9,2025-11-19T07:55:00.569361
SHP_0000071,539011,Processing,2,2025-10-12T16:02:07.958673
SHP_0000072,544909,Returned,2,2026-02-06T05:39:16.179281
SHP_0000073,559751,Returned,3,2025-08-13T13:31:31.792836
SHP_0000074,568242,Processing,10,2025-04-29T17:35:25.113909
SHP_0000075,579946,Shipped,6,2026-02-05T16:32:41.808317
SHP_0000076,555419,Shipped,8,2025-06-30T17:05:11.071157
SHP_0000077,545326,Shipped,8,2025-07-11T20:41:04.666466
SHP_0000078,566932,Returned,8,2025-02-24T23:47:36.748183
SHP_0000079,557092,Processing,1,2025-10-16T17:10:37.254093
SHP_0000080,556574,Shipped,12,2025-08-10T11:28:40.239132
SHP_0000081,570591,Returned,2,2025-06-01T07:25:16.029005
SHP_0000082,540985,Returned,2,2025-08-11T15:32:19.454058
SHP_0000083,551733,Returned,13,2025-10-05T09:32:06.134469
SHP_0000084,555389,Shipped,4,2025-08-03T10:57:54.125473
SHP_0000085,541107,Shipped,3,2026-01-31T11:28:54.457535
SHP_0000086,569567,Processing,10,2025-09-02T07:06:01.179749
SHP_0000087,574834,Shipped,8,2026-01-15T23:24:45.693743
SHP_0000088,575060,Processing,7,2026-01-01T04:43:40.199145
SHP_0000089,545856,Returned,9,2026-02-07T18:38:42.312880
SHP_0000090,575736,Returned,3,2025-04-27T08:24:23.430259
SHP_0000091,550837,Processing,1,2025-06-16T05:22:59.946726
SHP_0000092,574661,Delivered,10,2025-09-04T09:01:36.275692
SHP_0000093,557247,Returned,3,2025-04-10T16:42:10.991332
SHP_0000094,576781,Shipped,10,2025-06-30T20:15:36.508328
SHP_0000095,560281,Delivered,13,2026-01-05T06:19:39.859026
SHP_0000096,544680,Shipped,12,2025-02-16T05:36:10.331122
SHP_0000097,551855,Processing,9,2025-09-01T20:05:52.227752
SHP_0000098,571672,Processing,4,2025-12-19T19:45:30.835055
SHP_0000099,538216,Returned,10,2025-06-08T14:47:59.205134
SHP_0000100,563949,Delivered,13,2025-05-12T01:00:30.815050
SHP_0000101,573893,Returned,6,2025-11-17T08:44:20.225241
SHP_0000102,555544,Returned,7,2025-06-19T18:14:00.279847
SHP_0000103,571017,Shipped,10,2025-08-09T09:38:36.933846
SHP_0000104,579407,Delivered,2,2025-10-12T11:32:44.821337
SHP_0000105,578472,Delivered,14,2025-06-26T05:57:09.584556
SHP_0000106,545311,Returned,13,2026-01-07T21:01:02.310457
SHP_0000107,563023,Returned,7,2025-09-13T01:14:57.700200
SHP_0000108,542149,Shipped,8,2025-02-25T08:10:40.334401
SHP_0000109,568236,Processing,3,2025-09-09T17:52:08.072261
SHP_0000110,577540,Returned,1,2025-06-07T21:01:39.810100
SHP_0000111,545996,Processing,5,2026-02-10T16:31:58.031420
SHP_0000112,564976,Shipped,1,2025-05-19T21:10:56.569085
SHP_0000113,546776,Returned,7,2025-11-26T16:54:45.475959
SHP_0000114,550149,Delivered,9,2025-04-22T22:10:17.807021
SHP_0000115,574679,Returned,2,2025-10-16T13:06:52.367608
SHP_0000116,550292,Returned,11,2025-06-25T05:12:46.496208
SHP_0000117,545978,Delivered,13,2025-08-19T14:49:28.549849
SHP_0000118,568918,Shipped,4,2026-01-20T03:56:03.765063
SHP_0000119,552013,Delivered,2,2025-03-03T07:40:43.344923
SHP_0000120,578106,Delivered,6,2025-11-09T06:32:52.311809
SHP_0000121,570505,Returned,10,2025-07-29T09:06:59.100733
SHP_0000122,564848,Returned,12,2025-06-18T20:54:50.599623
SHP_0000123,536415,Delivered,9,2025-07-01T20:21:44.831808
SHP_0000124,574265,Processing,7,2025-08-09T02:54:32.938482
SHP_0000125,579416,Delivered,14,2025-09-23T20:50:57.165717
SHP_0000126,552272,Shipped,7,2025-10-27T19:29:08.199492
SHP_0000127,561049,Processing,7,2025-09-29T08:29:53.417118
SHP_0000128,566539,Shipped,4,2025-04-26T01:10:44.851655
SHP_0000129,554502,Delivered,7,2025-10-24T01:40:41.468374
SHP_0000130,556065,Shipped,10,2025-08-01T14:02:33.564409
SHP_0000131,540604,Processing,12,2026-01-31T21:12:59.937516
SHP_0000132,575191,Delivered,14,2025-03-04T07:23:49.147531
SHP_0000133,545719,Shipped,11,2026-01-21T19:40:09.706288
SHP_0000134,575718,Delivered,3,2025-06-06T17:41:17.009095
SHP_0000135,557226,Processing,2,2025-11-26T04:16:53.871910
SHP_0000136,562109,Delivered,4,2025-04-11T03:55:12.471849
SHP_0000137,576772,Delivered,5,2025-08-06T11:50:57.107652
SHP_0000138,576900,Returned,11,2025-10-10T23:22:31.942727
SHP_0000139,551858,Processing,7,2025-06-23T21:34:24.056557
SHP_0000140,579413,Returned,11,2025-08-19T07:51:07.846079
SHP_0000141,567188,Shipped,4,2025-05-08T11:59:04.051138
SHP_0000142,538648,Processing,5,2025-03-09T01:46:30.028703
SHP_0000143,569576,Returned,3,2025-06-26T12:05:58.110221
SHP_0000144,537829,Delivered,1,2025-10-12T22:10:35.087765
SHP_0000145,551346,Processing,2,2025-05-06T17:07:43.727412
SHP_0000146,543995,Shipped,14,2025-09-14T09:06:57.011683
SHP_0000147,558679,Delivered,2,2025-06-24T02:38:57.536760
SHP_0000148,563011,Processing,1,2025-06-14T10:09:19.537625
SHP_0000149,569698,Processing,10,2025-06-09T12:45:50.877099
SHP_0000150,555562,Processing,1,2025-05-03T03:57:53.389383
SHP_0000151,566935,Returned,3,2025-12-24T22:57:06.744312
SHP_0000152,547416,Delivered,14,2025-12-03T20:18:16.445394
SHP_0000153,554115,Delivered,4,2025-07-10T06:58:15.252468
SHP_0000154,549250,Delivered,9,2025-06-07T09:45:35.699770
SHP_0000155,546624,Shipped,9,2025-03-16T18:13:28.595963
SHP_0000156,557759,Delivered,13,2025-08-20T01:52:54.549932
SHP_0000157,579270,Returned,4,2025-03-27T10:59:14.337411
SHP_0000158,563017,Returned,10,2025-08-08T07:27:47.975439
SHP_0000159,556330,Shipped,4,2026-02-08T18:45:39.219188
SHP_0000160,563544,Returned,2,2025-03-21T14:48:52.084455
SHP_0000161,564863,Shipped,14,2026-01-30T08:05:12.735147
SHP_0000162,573887,Returned,8,2025-06-24T13:12:08.909539
SHP_0000163,566563,Shipped,14,2025-10-23T22:28:40.105828
SHP_0000164,572562,Shipped,8,2025-11-20T10:03:45.393214
SHP_0000165,555928,Processing,12,2025-12-22T05:35:57.978184
SHP_0000166,537850,Delivered,3,2025-08-09T12:26:52.346923
SHP_0000167,558039,Shipped,5,2025-09-11T01:13:46.567873
SHP_0000168,568519,Shipped,14,2025-07-26T12:25:57.380868
SHP_0000169,548309,Processing,2,2025-12-01T20:58:39.194440
SHP_0000170,576930,Processing,4,2025-07-06T20:37:51.852436
SHP_0000171,577802,Processing,11,2025-12-19T03:12:16.352879
SHP_0000172,578079,Shipped,4,2026-02-02T03:18:19.292708
SHP_0000173,579517,Delivered,12,2025-05-04T19:21:58.239978
SHP_0000174,553710,Delivered,4,2025-09-20T09:15:47.164990
SHP_0000175,538347,Returned,6,2026-01-03T22:17:59.316777
SHP_0000176,570886,Shipped,7,2026-01-22T03:01:46.800250
SHP_0000177,543748,Returned,7,2025-12-01T05:14:57.673057
SHP_0000178,569028,Delivered,9,2025-07-22T23:55:52.078446
SHP_0000179,551989,Shipped,12,2025-06-15T20:51:05.073092
SHP_0000180,569695,Processing,7,2025-06-05T23:34:46.872423
SHP_0000181,574688,Shipped,14,2026-02-05T01:58:10.556192
SHP_0000182,546103,Shipped,8,2025-02-25T08:29:04.286276
SHP_0000183,553683,Shipped,5,2025-05-18T07:49:18.921441
SHP_0000184,579011,Processing,9,2025-12-03T21:58:00.416988
SHP_0000185,564336,Delivered,7,2025-06-20T13:13:53.372109
SHP_0000186,561195,Shipped,11,2025-12-07T00:39:51.761751
SHP_0000187,543373,Shipped,3,2026-02-05T11:34:27.809316
SHP_0000188,564574,Delivered,11,2025-04-23T22:59:05.213531
SHP_0000189,569850,Returned,12,2025-11-22T20:27:40.342987
SHP_0000190,580979,Processing,13,2025-07-05T18:49:09.949127
SHP_0000191,554642,Returned,13,2025-02-14T20:08:37.207319
SHP_0000192,558560,Processing,7,2025-05-22T19:29:21.327905
SHP_0000193,549926,Processing,9,2025-05-15T06:26:24.882901
SHP_0000194,546761,Shipped,3,2026-01-19T07:15:47.703189
SHP_0000195,558420,Processing,14,2025-02-17T14:20:05.046318
SHP_0000196,539675,Returned,3,2025-03-17T04:20:38.649825
SHP_0000197,546380,Returned,6,2025-10-07T08:29:15.553938
SHP_0000198,553707,Processing,2,2025-08-11T05:25:54.629513
SHP_0000199,544153,Returned,10,2025-03-20T22:55:49.314951
SHP_0000200,560504,Returned,6,2025-03-27T08:54:20.112076
SHP_0000201,545073,Returned,13,2025-12-21T06:37:21.938241
SHP_0000202,560781,Returned,9,2025-03-03T02:19:38.311930
SHP_0000203,540479,Shipped,6,2025-09-07T03:01:39.194245
SHP_0000204,560266,Processing,2,2025-05-10T22:33:28.892620
SHP_0000205,566051,Delivered,5,2025-10-19T12:47:04.633264
SHP_0000206,541015,Processing,8,2025-12-26T09:53:23.685254
SHP_0000207,568662,Returned,6,2025-07-07T05:09:26.510747
SHP_0000208,566572,Shipped,10,2026-01-28T13:23:06.205025
SHP_0000209,545341,Returned,9,2025-03-25T02:58:34.168173
SHP_0000210,566968,Processing,9,2025-04-16T05:23:34.997769
SHP_0000211,566694,Processing,13,2025-06-15T16:56:02.280518
SHP_0000212,563776,Delivered,1,2026-01-04T06:35:15.870546
SHP_0000213,564306,Returned,5,2026-01-03T16:09:46.857619
SHP_0000214,576373,Delivered,5,2025-08-07T21:39:42.605573
SHP_0000215,550289,Processing,7,2025-06-14T13:56:43.624481
SHP_0000216,576897,Returned,13,2025-09-10T14:10:31.590193
SHP_0000217,574024,Returned,14,2025-12-31T23:32:43.520888
SHP_0000218,550161,Processing,10,2025-07-19T15:46:11.494104
SHP_0000219,551462,Processing,7,2025-11-06T01:22:48.022504
SHP_0000220,556461,Returned,5,2025-12-28T18:53:56.436941
SHP_0000221,558182,Returned,10,2025-08-09T15:26:54.157186
SHP_0000222,548351,Delivered,10,2025-02-15T08:00:25.282711
SHP_0000223,573485,Shipped,9,2025-11-06T13:37:31.869374
SHP_0000224,538374,Returned,11,2026-01-19T19:01:00.333459
SHP_0000225,555133,Shipped,9,2026-01-08T02:50:09.926480
SHP_0000226,555285,Delivered,4,2025-03-28T03:04:03.588588
SHP_0000227,541509,Delivered,11,2025-03-19T10:45:15.914609
SHP_0000228,568141,Processing,3,2025-08-11T01:35:56.422509
SHP_0000229,555553,Returned,12,2025-04-11T02:50:10.387419
SHP_0000230,576379,Processing,10,2025-05-24T09:54:40.459176
SHP_0000231,547020,Returned,4,2025-03-31T11:11:20.478467
SHP_0000232,557762,Shipped,6,2025-11-25T23:59:49.098785
SHP_0000233,538871,Shipped,3,2026-01-28T12:42:55.663125
SHP_0000234,558536,Returned,3,2025-02-15T17:27:23.807985
SHP_0000235,557223,Shipped,13,2025-09-28T15:56:32.744377
SHP_0000236,549750,Processing,3,2025-05-05T04:13:16.823211
SHP_0000237,546770,Returned,7,2025-05-26T14:47:33.161791
SHP_0000238,551980,Processing,4,2025-03-11T03:16:46.740409
SHP_0000239,572464,Returned,14,2025-03-29T10:47:41.567477
SHP_0000240,573512,Delivered,2,2026-01-10T19:28:33.630996
SHP_0000241,545570,Shipped,1,2025-12-04T17:06:00.679468
SHP_0000242,547925,Shipped,10,2025-05-21T07:34:35.681822
SHP_0000243,563916,Processing,6,2025-09-13T11:42:50.047104
SHP_0000244,537847,Returned,12,2025-09-09T12:11:14.342016
SHP_0000245,557878,Shipped,7,2025-05-08T10:01:12.960020
SHP_0000246,567983,Delivered,6,2025-09-03T17:02:11.183939
SHP_0000247,571660,Returned,14,2025-10-10T21:01:58.259008
SHP_0000248,574015,Shipped,10,2025-11-26T09:15:58.412352
SHP_0000249,578225,Returned,8,2025-09-24T16:32:54.393553
SHP_0000250,553034,Returned,6,2025-10-13T22:08:56.456073
SHP_0000251,566006,Delivered,11,2025-11-19T19:05:27.033230
SHP_0000252,568653,Processing,2,2025-02-20T06:03:37.783014
SHP_0000253,569722,Processing,3,2025-08-29T21:54:36.819061
SHP_0000254,580693,Processing,8,2026-01-28T19:15:32.775818
SHP_0000255,552638,Processing,8,2025-10-09T05:21:00.958517
SHP_0000256,562368,Shipped,11,2025-06-25T03:25:34.989126
SHP_0000257,559745,Delivered,13,2026-01-09T15:44:07.985467
SHP_0000258,541241,Shipped,9,2025-03-19T12:25:32.142998
SHP_0000259,568510,Processing,6,2025-08-14T09:28:23.025512
SHP_0000260,572735,Shipped,12,2025-02-22T04:57:17.302582
SHP_0000261,547815,Shipped,4,2026-01-05T10:14:19.333879
SHP_0000262,565783,Processing,9,2026-01-09T18:26:07.464849
SHP_0000263,538353,Processing,4,2026-01-29T00:21:58.831472
SHP_0000264,567474,Processing,9,2025-03-25T11:40:06.344570
SHP_0000265,577716,Shipped,3,2025-11-01T21:51:08.005362
SHP_0000266,544421,Returned,4,2025-10-01T12:52:54.661240
SHP_0000267,567325,Processing,9,2025-02-13T03:06:02.341759
SHP_0000268,575852,Processing,6,2026-02-12T01:24:10.353473
SHP_0000269,550033,Delivered,4,2025-02-19T04:34:25.689219
SHP_0000270,551992,Processing,7,2025-03-09T07:22:13.270658
SHP_0000271,571121,Delivered,14,2025-04-10T02:37:19.921487
SHP_0000272,573890,Returned,3,2025-10-22T21:33:14.466769
SHP_0000273,537055,Processing,8,2025-10-04T08:44:50.489136
SHP_0000274,543474,Delivered,9,2025-10-30T21:00:04.211135
SHP_0000275,556193,Delivered,4,2025-04-04T00:51:25.921010
SHP_0000276,559325,Returned,5,2025-07-28T05:21:17.251873
SHP_0000277,572964,Delivered,10,2025-08-25T04:00:08.000747
SHP_0000278,559989,Returned,11,2025-03-18T08:24:22.495862
SHP_0000279,537213,Shipped,9,2025-04-13T01:33:00.484939
SHP_0000280,555264,Processing,2,2025-08-04T13:22:46.555293
SHP_0000281,548458,Returned,4,2025-02-14T22:43:37.387678
SHP_0000282,579139,Delivered,3,2025-03-04T22:01:03.528570
SHP_0000283,563532,Delivered,4,2025-05-11T21:12:17.301302
SHP_0000284,538094,Processing,1,2025-09-06T09:59:21.291718
SHP_0000285,543626,Shipped,8,2025-05-18T09:24:57.375598
SHP_0000286,564958,Returned,2,2025-06-03T20:52:51.396469
SHP_0000287,536400,Returned,7,2025-05-11T08:24:47.381391
SHP_0000288,564199,Returned,9,2025-10-21T17:25:22.042969
SHP_0000289,549131,Shipped,8,2025-11-25T13:38:20.465321
SHP_0000290,554362,Delivered,14,2025-10-10T07:47:17.421117
SHP_0000291,546121,Delivered,3,2025-06-04T04:57:58.323140
SHP_0000292,563559,Processing,5,2025-11-26T13:11:31.919632
SHP_0000293,570103,Returned,1,2025-09-03T10:48:33.098027
SHP_0000294,572461,Delivered,4,2025-09-14T17:35:31.230813
SHP_0000295,560120,Processing,4,2025-06-30T10:39:44.425667
SHP_0000296,560275,Shipped,9,2025-08-25T19:31:55.185140
SHP_0000297,538252,Delivered,13,2025-04-22T07:08:49.586951
SHP_0000298,558030,Processing,6,2025-02-13T02:42:59.282771
SHP_0000299,569457,Delivered,9,2025-12-14T01:57:56.155779
SHP_0000300,556723,Processing,9,2025-11-25T22:47:50.213904
SHP_0000301,564169,Shipped,2,2025-05-26T10:14:25.909186
SHP_0000302,559629,Returned,8,2025-05-02T04:58:44.785613
SHP_0000303,553186,Delivered,9,2025-12-01T11:26:36.962715
SHP_0000304,564062,Shipped,11,2025-10-11T08:42:26.682306
SHP_0000305,564714,Delivered,14,2025-10-17T22:39:03.576733
SHP_0000306,567486,Delivered,5,2026-01-27T00:39:01.815479
SHP_0000307,572726,Processing,3,2025-07-11T04:23:52.458786
SHP_0000308,577826,Delivered,3,2025-09-11T09:53:50.732201
SHP_0000309,571273,Shipped,6,2025-10-01T06:47:58.003475
SHP_0000310,570115,Returned,1,2025-10-08T22:46:31.776691
SHP_0000311,570859,Delivered,1,2025-06-07T13:12:45.336931
SHP_0000312,575090,Delivered,11,2025-06-27T15:38:24.236352
SHP_0000313,577680,Shipped,4,2025-02-17T15:16:14.026609
SHP_0000314,569546,Processing,5,2025-11-28T14:23:47.389420
SHP_0000315,575843,Processing,13,2025-10-12T06:17:24.979043
SHP_0000316,561314,Delivered,7,2025-05-03T19:45:25.674052
SHP_0000317,579514,Returned,13,2025-02-17T07:24:08.143304
SHP_0000318,578365,Returned,14,2025-08-25T17:49:08.363062
SHP_0000319,545835,Delivered,9,2025-08-26T15:57:11.805785
SHP_0000320,545722,Returned,14,2025-04-25T05:26:57.051834
SHP_0000321,579511,Returned,14,2025-06-16T01:07:42.579226
SHP_0000322,581104,Processing,14,2025-12-20T14:24:40.585867
SHP_0000323,571675,Returned,4,2025-08-18T18:33:37.626483
SHP_0000324,547026,Processing,3,2025-10-11T18:40:41.968488
SHP_0000325,562880,Returned,14,2025-12-17T18:50:49.679572
SHP_0000326,553064,Delivered,2,2025-11-10T07:54:36.794261
SHP_0000327,557125,Processing,8,2025-02-28T01:09:33.173700
SHP_0000328,548705,Processing,4,2025-08-06T02:01:18.708467
SHP_0000329,574033,Processing,12,2025-07-06T02:34:43.102932
SHP_0000330,555270,Processing,5,2025-09-02T02:33:51.865418
SHP_0000331,561719,Processing,12,2025-10-15T00:37:23.915536
SHP_0000332,571553,Returned,6,2025-04-18T15:03:15.966895
SHP_0000333,566173,Returned,14,2025-12-13T13:40:47.286155
SHP_0000334,579282,Shipped,6,2025-07-04T10:55:07.657137
SHP_0000335,549107,Processing,10,2025-07-09T13:04:05.135370
SHP_0000336,538371,Shipped,12,2025-09-09T19:05:39.469519
SHP_0000337,543596,Returned,14,2025-06-29T13:27:41.944400
SHP_0000338,550673,Delivered,6,2025-04-17T12:47:32.733565
SHP_0000339,544281,Delivered,13,2025-03-20T18:41:18.562212
SHP_0000340,548991,Returned,7,2025-03-15T19:04:26.043994
SHP_0000341,553844,Delivered,12,2025-04-16T18:07:51.315217
SHP_0000342,556720,Processing,9,2026-01-06T08:59:00.781805
SHP_0000343,559349,Delivered,4,2025-07-25T02:19:24.927687
SHP_0000344,552004,Returned,8,2025-03-21T10:42:42.879234
SHP_0000345,543096,Delivered,2,2025-02-20T20:45:46.680563
SHP_0000346,563952,Delivered,13,2025-02-17T03:08:20.459961
SHP_0000347,558042,Delivered,11,2025-09-18T10:47:45.799400
SHP_0000348,550798,Delivered,7,2025-11-29T23:55:00.709990
SHP_0000349,555005,Returned,12,2026-01-13T14:28:04.498856
SHP_0000350,565238,Returned,1,2025-05-26T11:46:19.890272
SHP_0000351,567873,Processing,7,2025-07-12T14:12:54.441377
SHP_0000352,567334,Returned,7,2025-07-01T04:22:52.453603
SHP_0000353,571142,Shipped,12,2026-01-29T19:21:49.411667
SHP_0000354,573384,Returned,14,2026-01-23T21:15:37.695216
SHP_0000355,575480,Processing,4,2025-09-30T06:07:45.476072
SHP_0000356,579288,Returned,6,2025-06-20T22:20:59.773752
SHP_0000357,538892,Returned,5,2025-10-30T15:28:04.429824
SHP_0000358,581214,Delivered,12,2025-03-29T02:38:59.065834
SHP_0000359,556202,Shipped,12,2025-05-16T00:23:33.531101
SHP_0000360,559057,Delivered,1,2025-04-06T04:07:43.946570
SHP_0000361,561058,Shipped,5,2025-10-29T12:40:22.177366
SHP_0000362,576513,Processing,9,2025-11-17T10:21:17.609598
SHP_0000363,562371,Delivered,4,2025-08-20T05:03:53.498097
SHP_0000364,551870,Returned,5,2025-09-14T10:56:04.343474
SHP_0000365,571684,Shipped,12,2025-03-04T00:59:38.190799
SHP_0000366,579142,Shipped,4,2025-03-22T14:54:30.012435
SHP_0000367,579151,Processing,10,2026-02-10T01:27:59.193739
SHP_0000368,536412,Processing,1,2025-11-05T02:31:13.681139
SHP_0000369,540184,Returned,5,2026-02-12T08:59:21.967364
SHP_0000370,545180,Delivered,5,2025-04-13T13:12:44.914741
SHP_0000371,548470,Delivered,3,2025-06-23T06:44:22.807192
SHP_0000372,566923,Shipped,14,2025-07-24T11:18:55.517725
SHP_0000373,579264,Processing,12,2025-05-29T07:20:25.749102
SHP_0000374,547401,Processing,8,2025-03-25T07:25:26.123786
SHP_0000375,579252,Delivered,4,2025-09-27T16:29:09.723692
SHP_0000376,556714,Returned,7,2025-03-25T08:49:01.110115
SHP_0000377,580193,Processing,14,2026-02-09T09:47:49.871527
SHP_0000378,548613,Processing,5,2026-01-26T08:45:23.915518
SHP_0000379,543736,Shipped,7,2025-11-15T23:05:40.947525
SHP_0000380,553165,Returned,11,2025-10-13T02:02:27.348108
SHP_0000381,570865,Processing,10,2025-08-30T02:31:07.189502
SHP_0000382,546389,Shipped,11,2025-02-25T10:07:25.927259
SHP_0000383,559605,Returned,9,2025-03-07T22:05:29.355446
SHP_0000384,540595,Processing,10,2026-02-08T23:54:49.521327
SHP_0000385,545070,Returned,6,2025-08-17T11:19:25.093424
SHP_0000386,539002,Shipped,14,2025-09-18T11:46:13.733659
SHP_0000387,537469,Processing,13,2025-08-01T05:34:06.638845
SHP_0000388,580294,Delivered,2,2025-11-22T13:24:54.687228
SHP_0000389,543590,Returned,12,2025-06-25T10:48:14.005281
SHP_0000390,581232,Shipped,10,2025-06-16T02:57:14.653647
SHP_0000391,579267,Delivered,6,2025-05-09T12:51:01.941878
SHP_0000392,556437,Shipped,1,2025-04-04T06:41:22.585435
SHP_0000393,553046,Processing,12,2025-03-08T00:59:37.097135
SHP_0000394,562210,Shipped,5,2025-08-03T05:56:08.156001
SHP_0000395,566420,Processing,1,2025-12-01T13:42:20.440522
SHP_0000396,536522,Returned,11,2025-08-30T06:51:23.466281
SHP_0000397,545076,Delivered,6,2025-02-19T08:47:06.393843
SHP_0000398,553159,Processing,12,2025-02-24T07:03:21.935488
SHP_0000399,566045,Shipped,6,2025-04-23T17:47:32.845507
SHP_0000400,575075,Processing,4,2025-05-23T09:06:22.111728
SHP_0000401,550319,Delivered,4,2026-01-03T14:33:16.728001
SHP_0000402,576364,Returned,7,2025-03-13T18:21:31.310175
SHP_0000403,549360,Returned,11,2025-07-11T00:52:13.821971
SHP_0000404,561701,Delivered,11,2025-03-10T04:49:29.404245
SHP_0000405,551349,Shipped,1,2025-07-23T04:21:11.875515
SHP_0000406,539005,Delivered,3,2025-08-10T11:53:21.970110
SHP_0000407,556047,Processing,13,2025-07-25T10:02:08.349449
SHP_0000408,559346,Delivered,11,2025-04-23T02:52:47.272283
SHP_0000409,570076,Processing,7,2025-10-18T08:39:40.217425
SHP_0000410,566015,Delivered,11,2025-08-15T22:28:35.681461
SHP_0000411,575840,Delivered,8,2025-09-15T07:24:45.134219
SHP_0000412,570091,Shipped,3,2025-12-27T13:54:49.450016
SHP_0000413,545695,Delivered,3,2025-04-09T01:34:07.775889
SHP_0000414,538240,Delivered,8,2025-04-09T19:46:06.972955
SHP_0000415,576656,Delivered,1,2025-11-12T19:31:20.664008
SHP_0000416,536397,Shipped,1,2025-09-27T06:36:17.814376
