timestamp,sales,inventory_level,store_id
01:17:28,731,29,ST_001
01:17:29,565,16,ST_001
01:17:30,627,16,ST_001
01:17:31,377,40,ST_005
01:17:32,530,44,ST_002
01:17:33,288,21,ST_003
01:17:34,448,32,ST_002
01:17:35,242,39,ST_003
01:17:36,491,32,ST_004
01:17:37,190,43,ST_005
01:17:38,417,12,ST_001
01:17:39,521,18,ST_004
01:17:40,632,50,ST_004
01:17:41,259,17,ST_002
01:17:42,907,37,ST_005
01:17:43,426,36,ST_001
01:17:44,899,32,ST_001
01:17:45,648,36,ST_005
01:17:46,739,27,ST_005
01:17:47,158,24,ST_005
01:17:48,217,21,ST_003
01:17:49,834,35,ST_004
01:17:50,475,47,ST_001
01:17:51,679,39,ST_002
01:17:52,752,19,ST_003
01:17:53,984,26,ST_004
01:17:54,703,14,ST_004
01:17:55,607,18,ST_002
01:17:56,635,39,ST_005
01:17:57,382,38,ST_005
01:17:58,761,15,ST_004
01:17:59,765,16,ST_001
01:18:00,982,48,ST_001
01:18:01,855,24,ST_005
01:18:02,925,46,ST_003
01:18:03,607,31,ST_003
01:18:04,486,20,ST_005
01:18:05,385,34,ST_001
01:18:06,707,36,ST_004
01:18:07,311,36,ST_001
01:18:08,587,47,ST_002
01:18:09,388,35,ST_001
01:18:10,952,34,ST_003
01:18:11,860,50,ST_001
01:18:12,994,43,ST_003
01:18:13,388,49,ST_001
01:18:14,523,42,ST_005
01:18:15,886,12,ST_003
01:18:16,876,11,ST_003
01:18:17,788,38,ST_001
01:18:18,163,39,ST_005
01:18:19,646,32,ST_005
01:18:20,259,10,ST_003
01:18:21,498,14,ST_004
01:18:22,498,12,ST_004
01:18:23,111,30,ST_005
01:18:24,298,20,ST_003
01:18:25,125,41,ST_001
01:18:26,870,17,ST_001
01:18:27,332,44,ST_002
01:18:28,294,48,ST_002
01:18:29,875,11,ST_001
01:18:30,464,19,ST_005
01:18:31,784,42,ST_005
01:18:32,601,22,ST_004
01:18:33,921,35,ST_002
01:18:34,580,47,ST_004
01:18:35,818,27,ST_002
01:18:36,113,44,ST_005
01:18:37,535,44,ST_001
01:18:38,429,15,ST_003
01:18:39,711,26,ST_001
01:18:40,620,41,ST_003
01:18:41,654,14,ST_004
01:18:42,432,37,ST_001
01:18:43,167,24,ST_001
01:18:44,815,37,ST_004
01:18:45,147,42,ST_005
01:18:46,121,37,ST_005
01:18:47,229,10,ST_003
01:18:48,685,27,ST_001
01:18:49,571,33,ST_001
01:18:50,595,16,ST_004
01:18:51,636,48,ST_004
01:18:52,683,44,ST_003
01:18:53,957,28,ST_005
01:18:54,740,21,ST_004
01:18:55,694,12,ST_004
01:18:56,396,31,ST_002
01:18:57,277,33,ST_003
01:18:58,878,47,ST_004
01:18:59,329,12,ST_002
01:19:00,686,14,ST_002
01:19:01,723,40,ST_002
01:19:02,965,36,ST_001
01:19:03,223,13,ST_002
01:19:04,984,48,ST_001
01:19:05,691,35,ST_004
01:19:06,630,42,ST_001
01:19:07,531,25,ST_005
01:19:08,385,38,ST_003
01:19:09,474,45,ST_002
01:19:10,396,48,ST_001
01:19:11,113,11,ST_004
01:19:12,778,23,ST_005
01:19:13,271,26,ST_003
01:19:14,739,50,ST_003
01:19:15,676,29,ST_005
01:19:16,908,45,ST_003
01:19:17,232,30,ST_001
01:19:18,916,30,ST_003
01:19:19,963,36,ST_002
01:19:20,281,48,ST_005
01:19:21,270,33,ST_004
01:19:22,597,41,ST_002
01:19:23,449,15,ST_004
01:19:24,899,45,ST_001
01:19:25,416,36,ST_003
01:19:26,172,16,ST_003
01:19:27,767,25,ST_005
01:19:28,195,29,ST_001
01:19:29,237,46,ST_001
01:19:30,889,32,ST_002
01:19:31,783,39,ST_003
01:19:32,673,46,ST_001
01:19:33,720,40,ST_003
01:19:34,206,24,ST_004
01:19:35,675,37,ST_004
01:19:36,619,40,ST_001
01:19:37,305,26,ST_001
01:19:38,420,34,ST_003
01:19:39,730,18,ST_001
01:19:40,495,42,ST_002
01:19:41,700,27,ST_001
01:19:42,533,32,ST_005
01:19:43,146,46,ST_004
01:19:44,792,34,ST_003
01:19:45,983,14,ST_004
01:19:46,626,37,ST_003
01:19:47,714,35,ST_004
01:19:48,736,19,ST_005
01:19:49,923,15,ST_003
01:19:50,767,47,ST_003
01:19:51,648,41,ST_003
01:19:52,561,36,ST_001
01:19:53,945,45,ST_002
01:19:54,546,32,ST_004
01:19:55,771,30,ST_005
01:19:56,559,40,ST_005
01:19:57,521,15,ST_003
01:19:58,273,41,ST_005
01:19:59,588,24,ST_002
01:20:00,170,23,ST_002
01:20:01,488,15,ST_005
01:20:02,726,30,ST_005
01:20:03,916,41,ST_003
01:20:04,484,10,ST_002
01:20:05,859,17,ST_005
01:20:06,693,20,ST_001
01:20:07,499,23,ST_001
01:20:08,501,14,ST_002
01:20:09,533,33,ST_001
01:20:10,559,50,ST_002
01:20:11,496,35,ST_001
01:20:12,241,25,ST_002
01:20:13,715,32,ST_005
01:20:14,664,23,ST_004
01:20:15,980,29,ST_004
01:20:16,545,16,ST_004
01:20:17,724,24,ST_004
01:20:18,790,32,ST_005
01:20:19,627,19,ST_005
01:20:20,756,30,ST_002
01:20:21,271,36,ST_005
01:20:22,468,21,ST_002
01:20:23,497,18,ST_002
01:20:24,747,32,ST_004
01:20:25,121,48,ST_002
01:20:26,452,10,ST_004
01:20:27,131,34,ST_004
01:20:28,410,22,ST_001
01:20:29,270,33,ST_003
01:20:30,564,44,ST_004
01:20:31,508,13,ST_003
01:20:32,345,29,ST_001
01:20:33,783,34,ST_002
01:20:34,703,27,ST_001
01:20:35,272,10,ST_003
01:20:36,737,44,ST_001
01:20:37,718,27,ST_003
01:20:38,368,49,ST_002
01:20:39,630,38,ST_003
01:20:40,607,24,ST_003
01:20:41,925,11,ST_003
01:20:42,477,26,ST_004
01:20:43,121,13,ST_001
01:20:44,849,47,ST_003
01:20:45,251,42,ST_001
01:20:46,732,30,ST_004
01:20:47,508,47,ST_004
01:20:48,240,40,ST_003
01:20:49,520,42,ST_005
01:20:50,148,45,ST_005
01:20:51,160,11,ST_001
01:20:52,568,35,ST_003
01:20:53,284,50,ST_005
01:20:54,621,42,ST_005
01:20:55,361,16,ST_001
01:20:56,695,43,ST_001
01:20:57,707,49,ST_003
01:20:58,437,18,ST_002
01:20:59,967,16,ST_001
01:21:00,775,20,ST_005
01:21:01,189,49,ST_004
01:21:02,169,11,ST_001
01:21:03,169,12,ST_002
01:21:04,366,16,ST_001
01:21:05,372,24,ST_002
01:21:06,890,40,ST_002
01:21:07,244,27,ST_004
01:21:08,196,15,ST_004
01:21:09,738,30,ST_002
01:21:10,934,12,ST_001
01:21:11,762,17,ST_004
01:21:12,856,29,ST_002
01:21:13,650,45,ST_005
01:21:14,868,26,ST_004
01:21:15,129,19,ST_002
01:21:16,698,37,ST_005
01:21:17,725,46,ST_003
01:21:18,570,34,ST_004
01:21:19,521,30,ST_003
01:21:20,481,50,ST_004
01:21:21,106,35,ST_005
01:21:22,370,38,ST_001
01:21:23,682,30,ST_002
01:21:24,303,23,ST_003
01:21:25,218,18,ST_001
01:21:26,260,13,ST_002
01:21:27,163,43,ST_002
01:21:29,343,40,ST_004
01:21:30,703,19,ST_005
01:21:31,905,21,ST_002
01:21:32,642,13,ST_001
01:21:33,539,35,ST_002
01:21:34,525,31,ST_003
01:21:35,449,38,ST_003
01:21:36,858,38,ST_002
01:21:37,319,34,ST_001
01:21:38,734,29,ST_002
01:21:39,754,20,ST_002
01:21:40,380,10,ST_001
01:21:41,672,41,ST_004
01:21:42,789,26,ST_005
01:21:43,168,31,ST_003
01:21:44,423,12,ST_003
01:21:45,461,26,ST_002
01:21:46,869,11,ST_005
01:21:47,808,37,ST_003
01:21:48,736,26,ST_003
01:21:49,131,13,ST_002
01:21:50,257,33,ST_003
01:21:51,783,34,ST_003
01:21:52,140,14,ST_002
01:21:53,838,21,ST_001
01:21:54,689,10,ST_002
01:21:55,668,47,ST_005
01:21:56,762,22,ST_004
01:21:57,126,36,ST_001
01:21:58,926,36,ST_002
01:21:59,600,18,ST_001
01:22:00,750,18,ST_002
01:22:01,910,31,ST_002
01:22:02,823,34,ST_003
01:22:03,544,34,ST_005
01:22:04,865,24,ST_004
01:22:05,503,29,ST_005
01:22:06,448,45,ST_002
01:22:07,403,27,ST_004
01:22:08,562,22,ST_005
01:22:09,460,19,ST_005
01:22:10,784,13,ST_003
01:22:11,198,43,ST_004
01:22:12,722,32,ST_005
01:22:13,112,16,ST_001
01:22:14,782,28,ST_001
01:22:15,234,44,ST_002
01:22:16,840,28,ST_001
01:22:17,351,18,ST_003
01:22:18,946,31,ST_003
01:22:19,307,20,ST_005
01:22:20,755,47,ST_003
01:22:21,396,16,ST_001
01:22:22,805,13,ST_002
01:22:23,874,23,ST_001
01:22:24,127,18,ST_005
01:22:25,107,49,ST_003
01:22:26,501,46,ST_002
01:22:27,972,37,ST_002
01:22:28,976,30,ST_005
01:22:29,285,25,ST_003
01:22:30,772,50,ST_004
01:22:31,324,26,ST_004
01:22:32,871,38,ST_003
01:22:33,142,30,ST_004
01:22:34,298,38,ST_003
01:22:35,279,35,ST_002
01:22:36,715,26,ST_004
01:22:37,475,34,ST_005
01:22:38,432,32,ST_005
01:22:39,975,18,ST_002
01:22:40,366,11,ST_005
01:22:41,520,46,ST_002
01:22:42,721,14,ST_005
01:22:43,537,47,ST_004
01:22:44,959,31,ST_003
01:22:45,594,47,ST_003
01:22:46,716,18,ST_002
01:22:47,664,46,ST_003
01:22:48,362,30,ST_001
01:22:49,267,36,ST_003
01:22:50,539,21,ST_005
01:22:51,772,13,ST_003
01:22:52,442,17,ST_005
01:22:53,846,33,ST_001
01:22:54,202,22,ST_003
01:22:55,617,43,ST_001
01:22:56,470,17,ST_004
01:22:57,367,31,ST_003
01:22:58,996,31,ST_005
01:22:59,300,18,ST_004
01:23:00,991,25,ST_004
01:23:01,796,40,ST_004
01:23:02,764,48,ST_001
01:23:03,377,33,ST_004
01:23:04,830,34,ST_003
01:23:05,668,24,ST_001
01:23:06,563,26,ST_003
01:23:07,408,16,ST_003
01:23:08,937,14,ST_005
01:23:09,614,28,ST_002
01:23:10,514,47,ST_003
01:23:11,370,38,ST_001
01:23:12,968,31,ST_004
01:23:13,647,49,ST_001
01:23:14,710,45,ST_002
01:23:15,737,20,ST_001
01:23:16,368,18,ST_004
01:23:17,611,31,ST_001
01:23:18,615,45,ST_001
01:23:19,637,22,ST_002
01:23:20,516,28,ST_003
01:23:21,890,17,ST_005
01:23:22,641,15,ST_005
01:23:23,641,22,ST_001
01:23:24,662,49,ST_001
01:23:25,158,33,ST_001
01:23:26,185,20,ST_005
01:23:27,310,13,ST_001
01:23:28,324,48,ST_003
01:23:29,344,32,ST_001
01:23:30,840,26,ST_005
01:23:31,429,23,ST_005
01:23:32,151,31,ST_005
01:23:33,392,47,ST_002
01:23:34,616,19,ST_001
01:23:35,805,13,ST_002
01:23:36,378,40,ST_001
01:23:37,985,46,ST_003
01:23:38,420,50,ST_004
01:23:39,749,29,ST_002
01:23:40,732,25,ST_004
01:23:41,535,21,ST_005
01:23:42,731,42,ST_001
01:23:43,376,40,ST_005
01:23:44,782,11,ST_002
01:23:45,553,31,ST_004
01:23:46,638,25,ST_001
01:23:47,717,21,ST_002
01:23:48,514,25,ST_002
01:23:49,489,15,ST_004
01:23:50,530,19,ST_001
01:23:51,804,18,ST_003
01:23:52,626,19,ST_005
01:23:53,401,40,ST_003
01:23:54,977,34,ST_002
01:23:55,219,20,ST_004
01:23:56,996,48,ST_005
01:23:57,569,48,ST_003
01:23:58,200,44,ST_001
01:23:59,193,19,ST_003
01:24:00,144,44,ST_004
01:24:01,242,36,ST_001
01:24:02,223,43,ST_003
01:24:03,236,18,ST_003
01:24:04,211,32,ST_001
01:24:05,387,30,ST_002
01:24:06,798,42,ST_005
01:24:07,657,48,ST_003
01:24:08,950,36,ST_003
01:24:09,525,40,ST_004
01:24:10,724,20,ST_003
01:24:11,533,36,ST_003
01:24:12,698,25,ST_001
